"name","url"
"NormalGenkaiya","https://drive.google.com/uc?export=download&id=1GSZdu0huBudWgKFezM461Dyai6P_MLez"
"AA","https://drive.google.com/uc?export=download&id=1TAvFIOoFcteyXvFNu51aEaTuFmkjca3g"
"Minecraft","https://drive.google.com/uc?export=download&id=1pxF5otx0fXJOd-o4NLuD2Zx3C2ZBoKj2"
"MinecraftSkin","https://cdn.discordapp.com/attachments/1003886244452900864/1005396378014466070/genkaiya_border.gif"
"InMinecraft","https://cdn.discordapp.com/attachments/1003373483323031573/1005996798785110068/unknown.png"
"GenkaiParrot","https://cdn.discordapp.com/attachments/1003886244452900864/1005396378014466070/genkaiya_border.gif"
"petpet","https://media.discordapp.net/attachments/766947650242478100/1003879149615726692/genkaiya_petpet.gif"
